   Row     Odds(this row)  Evens(this row)	   Odd Percentage(this row)      Total Odds      Total Evens  	    Total Odds Percentage     
      4301             4133             168	0.9609393164380376                     8019236         1232215	0.8668084606403904
      4302             4135             167	0.9611808461180846                     8023371         1232382	0.8668523241707077
      4303             4136             167	0.9611898675342784                     8027507         1232549	0.8668961613191108
      4304             4139             165	0.9616635687732342                     8031646         1232714	0.8669401879892404
      4305             4136             169	0.9607433217189315                     8035782         1232883	0.8669837565604108
      4306             4138             168	0.9609846725499304                     8039920         1233051	0.8670274068580609
      4307             4139             168	0.960993731135361                      8044059         1233219	0.8670710309640393
      4308             4142             166	0.9614670380687094                     8048201         1233385	0.867114844381122
      4309             4141             168	0.9610118356927362                     8052342         1233553	0.8671584160708257
      4310             4143             167	0.9612529002320186                     8056485         1233720	0.8672020692761893
      4311             4144             167	0.9612618881929946                     8060629         1233887	0.8672456962793974
      4312             4147             165	0.9617346938775511                     8064776         1234052	0.867289512183686
      4313             4144             169	0.9608161372594481                     8068920         1234221	0.8673328717687929
      4314             4146             168	0.96105702364395                       8073066         1234389	0.8673763128588857
      4315             4147             168	0.9610660486674392                     8077213         1234557	0.8674197279357201
      4316             4150             166	0.9615384615384616                     8081363         1234723	0.8674633317038937
      4317             4149             168	0.9610840861709521                     8085512         1234891	0.8675066947212475
      4318             4152             166	0.9615562760537286                     8089664         1235057	0.867550246275465
      4319             4153             166	0.9615651771243343                     8093817         1235223	0.8675937717064135
      4320             4156             164	0.962037037037037                      8097973         1235387	0.8676374853214706
      4321             4153             168	0.9611201110853969                     8102126         1235555	0.8676807442875806
      4322             4155             167	0.9613604812586766                     8106281         1235722	0.8677240844388511
      4323             4156             167	0.9613694193846866                     8110437         1235889	0.8677673986548298
      4324             4159             165	0.961840888066605                      8114596         1236054	0.8678109008464652
      4325             4158             167	0.9613872832369942                     8118754         1236221	0.8678541631591746
      4326             4160             166	0.9616273693943597                     8122914         1236387	0.8678975064483982
      4327             4161             166	0.9616362375779987                     8127075         1236553	0.8679408237918038
      4328             4164             164	0.9621072088724584                     8131239         1236717	0.8679843287052159
      4329             4161             168	0.9611919611919612                     8135400         1236885	0.8680273807294593
      4330             4163             167	0.961431870669746                      8139563         1237052	0.8680705137195033
      4331             4164             167	0.9614407758023551                     8143727         1237219	0.8681136209503818
      4332             4167             165	0.9619113573407202                     8147894         1237384	0.8681569155436845
      4333             4166             167	0.9614585737364413                     8152060         1237551	0.868199971223515
      4334             4168             166	0.9616982002768805                     8156228         1237717	0.8682431076613712
      4335             4169             166	0.9617070357554787                     8160397         1237883	0.8682862183293113
      4336             4172             164	0.9621771217712177                     8164569         1238047	0.8683295159559851
      4337             4169             168	0.961263546230113                      8168738         1238215	0.8683723624429717
      4338             4171             167	0.9615029967727063                     8172909         1238382	0.8684152896770485
      4339             4172             167	0.9615118690942613                     8177081         1238549	0.8684581913265496
      4340             4175             165	0.9619815668202765                     8181256         1238714	0.8685012797280671
      4341             4174             167	0.9615296014743147                     8185430         1238881	0.8685441301756701
      4342             4176             166	0.9617687701520037                     8189606         1239047	0.8685870611634557
      4343             4177             166	0.9617775731061479                     8193783         1239213	0.8686299665556945
      4344             4180             164	0.9622467771639043                     8197963         1239377	0.868673058298207
      4345             4177             168	0.9613348676639816                     8202140         1239545	0.8687157006402988
      4346             4179             167	0.9615738610216291                     8206319         1239712	0.8687584235114197
      4347             4180             167	0.9615827007131355                     8210499         1239879	0.8688011209710341
      4348             4183             165	0.9620515179392825                     8214682         1240044	0.8688440045750665
      4349             4182             167	0.9616003679006668                     8218864         1240211	0.8688866511788943
      4350             4184             166	0.9618390804597701                     8223048         1240377	0.8689293781057069
      4351             4185             166	0.9618478510687198                     8227233         1240543	0.868972079609826
      4352             4188             164	0.9623161764705882                     8231421         1240707	0.869014966858556
      4353             4185             168	0.9614059269469332                     8235606         1240875	0.8690574064359966
      4354             4187             167	0.961644464859899                      8239793         1241042	0.8690999263250547
      4355             4188             167	0.9616532721010332                     8243981         1241209	0.8691424209741713
      4356             4191             165	0.9621212121212122                     8248172         1241374	0.8691851011629007
      4357             4190             167	0.9616708744549002                     8252362         1241541	0.8692275452993358
      4358             4192             166	0.9619091326296466                     8256554         1241707	0.8692700695422035
      4359             4193             166	0.9619178710713466                     8260747         1241873	0.8693125685337307
      4360             4196             164	0.9623853211009175                     8264943         1242037	0.8693552526669879
      4361             4193             168	0.9614767255216693                     8269136         1242205	0.8693974908480308
      4362             4195             167	0.9617148097203118                     8273331         1242372	0.8694398091239292
      4363             4196             167	0.9617235846894339                     8277527         1242539	0.8694821023299628
      4364             4199             165	0.9621906507791017                     8281726         1242704	0.8695245804735822
      4365             4198             167	0.9617411225658649                     8285924         1242871	0.8695668235070646
      4366             4200             166	0.961978928080623                      8290124         1243037	0.8696091464310736
      4367             4201             166	0.9619876345317151                     8294325         1243203	0.8696514442736105
      4368             4204             164	0.9624542124542125                     8298529         1243367	0.8696939266577628
      4369             4201             168	0.961547264820325                      8302730         1243535	0.8697359647987982
      4370             4203             167	0.9617848970251717                     8306933         1243702	0.8697780828185769
      4371             4204             167	0.9617936398993365                     8311137         1243869	0.8698201759370952
      4372             4207             165	0.962259835315645                      8315344         1244034	0.8698624533939342
      4373             4206             167	0.9618111136519552                     8319550         1244201	0.8699044966770884
      4374             4208             166	0.9620484682213077                     8323758         1244367	0.8699466196355086
      4375             4209             166	0.9620571428571428                     8327967         1244533	0.8699887176808566
      4376             4212             164	0.9625228519195612                     8332179         1244697	0.8700309996704562
      4377             4209             168	0.9616175462645647                     8336388         1244865	0.8700728391161365
      4378             4211             167	0.9618547281863865                     8340599         1245032	0.8701147582250975
      4379             4212             167	0.9618634391413565                     8344811         1245199	0.8701566525999451
      4380             4215             165	0.9623287671232876                     8349026         1245364	0.8701987307165958
      4381             4214             167	0.9618808491212052                     8353240         1245531	0.8702405755903542
      4382             4216             166	0.9621177544500228                     8357456         1245697	0.8702824999247643
      4383             4217             166	0.9621263974446727                     8361673         1245863	0.870324399513049
      4384             4220             164	0.9625912408759124                     8365893         1246027	0.8703664824509567
      4385             4217             168	0.9616875712656785                     8370110         1246195	0.8704081245343196
      4386             4219             167	0.9619243046055631                     8374329         1246362	0.8704498460661505
      4387             4220             167	0.9619329838158195                     8378549         1246529	0.8704915430295733
      4388             4223             165	0.9623974475843209                     8382772         1246694	0.8705334231410132
      4389             4222             167	0.961950330371383                      8386994         1246861	0.8705750709347401
      4390             4224             166	0.9621867881548974                     8391218         1247027	0.87061679797515
      4391             4225             166	0.9621953996811661                     8395443         1247193	0.8706585004349433
      4392             4228             164	0.9626593806921676                     8399671         1247357	0.8707003856524517
      4393             4225             168	0.9617573412246756                     8403896         1247525	0.8707418316950426
      4394             4227             167	0.961993627674101                      8408123         1247692	0.8707833569719386
      4395             4228             167	0.9620022753128555                     8412351         1247859	0.8708248578447052
      4396             4231             165	0.9624658780709736                     8416582         1248024	0.8708665412744192
      4397             4230             167	0.9620195587900842                     8420812         1248191	0.8709079933060316
      4398             4232             166	0.9622555707139608                     8425044         1248357	0.8709495243710046
      4399             4234             165	0.9624914753353034                     8429278         1248522	0.8709911343487157
      4400             4237             163	0.9629545454545455                     8433515         1248685	0.8710329264010246
      4401             4234             167	0.9620540786184958                     8437749         1248852	0.8710742808545536
      4402             4236             166	0.9622898682417084                     8441985         1249018	0.8711157142351519
      4403             4237             166	0.9622984328866682                     8446222         1249184	0.871157123280861
      4404             4240             164	0.9627611262488647                     8450462         1249348	0.8711987142016184
      4405             4239             166	0.9623155505107832                     8454701         1249514	0.8712400745449271
      4406             4241             165	0.9625510667271902                     8458942         1249679	0.8712815136155794
      4407             4242             165	0.9625595643294759                     8463184         1249844	0.8713229283391338
      4408             4245             163	0.963021778584392                      8467429         1250007	0.8713645245515381
      4409             4242             167	0.9621229303696983                     8471671         1250174	0.8714056848262856
      4410             4244             166	0.962358276643991                      8475915         1250340	0.8714469238160011
      4411             4245             166	0.9623668102471095                     8480160         1250506	0.8714881386330596
      4412             4248             164	0.9628286491387126                     8484408         1250670	0.8715295347402455
      4413             4247             166	0.9623838658508951                     8488655         1250836	0.8715707011793532
      4414             4249             165	0.9626189397371998                     8492904         1251001	0.8716119461345323
      4415             4250             165	0.9626274065685164                     8497154         1251166	0.8716531669046564
      4416             4253             163	0.963088768115942                      8501407         1251329	0.8716945685805502
      4417             4250             167	0.9621915327145121                     8505657         1251496	0.8717355359703799
      4418             4252             166	0.9624264373019465                     8509909         1251662	0.8717765818637184
      4419             4253             166	0.9624349400316814                     8514162         1251828	0.8718176037452424
      4420             4256             164	0.96289592760181                       8518418         1251992	0.871858806334637
      4421             4255             166	0.9624519339515947                     8522673         1252158	0.871899780159882
      4422             4257             165	0.9626865671641791                     8526930         1252323	0.8719408322905645
      4423             4258             165	0.9626950033913634                     8531188         1252488	0.8719818603968488
      4424             4261             163	0.9631555153707052                     8535449         1252651	0.8720230688284754
      4425             4258             167	0.9622598870056497                     8539707         1252818	0.872063844616174
      4426             4260             166	0.9624943515589697                     8543967         1252984	0.8721046986965638
      4427             4261             166	0.9625028235825616                     8548228         1253150	0.8721455289246063
      4428             4264             164	0.9629629629629629                     8552492         1253314	0.8721865392809117
      4429             4263             166	0.9625197561526304                     8556755         1253480	0.8722273217715988
      4430             4265             165	0.9627539503386005                     8561020         1253645	0.872268182357727
      4431             4266             165	0.962762356127285                      8565286         1253810	0.872309019078742
      4432             4269             163	0.9632220216606499                     8569555         1253973	0.8723500355473105
      4433             4266             167	0.9623279945860591                     8573821         1254140	0.8723906210047028
      4434             4268             166	0.9625620207487596                     8578089         1254306	0.8724312845446099
      4435             4269             166	0.9625704622322435                     8582358         1254472	0.8724719243902761
      4436             4272             164	0.9630297565374211                     8586630         1254636	0.8725127437872322
      4437             4271             166	0.9625873337840883                     8590901         1254802	0.8725533362117464
      4438             4273             165	0.9628210905813429                     8595174         1254967	0.8725940065223432
      4439             4274             165	0.9628294660959675                     8599448         1255132	0.8726346531257547
      4440             4277             163	0.9632882882882883                     8603725         1255295	0.8726754789015541
      4441             4274             167	0.9623958567890115                     8607999         1255462	0.8727158752896169
      4442             4276             166	0.9626294461954075                     8612275         1255628	0.8727563495506594
      4443             4277             166	0.9626378573036237                     8616552         1255794	0.8727968002742206
      4444             4280             164	0.963096309630963                      8620832         1255958	0.8728374299747185
      4445             4279             166	0.9626546681664792                     8625111         1256124	0.8728778335906392
      4446             4281             165	0.9628879892037787                     8629392         1256289	0.8729183148839215
      4447             4282             165	0.9628963346076006                     8633674         1256454	0.872958772626603
      4448             4285             163	0.9633543165467626                     8637959         1256617	0.872999408969116
      4449             4282             167	0.9624634749381884                     8642241         1256784	0.8730396175380909
      4450             4284             166	0.9626966292134832                     8646525         1256950	0.8730799037711511
      4451             4285             166	0.9627050101100876                     8650810         1257116	0.8731201666221569
      4452             4288             164	0.963162623539982                      8655098         1257280	0.8731606078783517
      4453             4287             166	0.9627217606108242                     8659385         1257446	0.8732008239325647
      4454             4289             165	0.9629546475078581                     8663674         1257611	0.8732411174560554
      4455             4290             165	0.9629629629629629                     8667964         1257776	0.8732813875842003
      4456             4293             163	0.9634201077199281                     8672257         1257939	0.873321835742215
      4457             4290             167	0.9625308503477675                     8676547         1258106	0.8733618577317195
      4458             4292             166	0.9627635711081203                     8680839         1258272	0.8734019571770554
      4459             4293             166	0.9627719219555955                     8685132         1258438	0.8734420333944448
      4460             4296             164	0.9632286995515695                     8689428         1258602	0.8734822874478666
      4461             4295             166	0.9627886124187401                     8693723         1258768	0.8735223171766746
      4462             4297             165	0.9630210667861945                     8698020         1258933	0.873562424167313
      4463             4298             165	0.9630293524535066                     8702318         1259098	0.8736025079165451
      4464             4301             163	0.9634856630824373                     8706619         1259261	0.8736427691282657
      4465             4298             167	0.9625979843225084                     8710917         1259428	0.8736826057674032
      4466             4300             166	0.9628302731751007                     8715217         1259594	0.8737225196547583
      4467             4301             166	0.962838594134766                      8719518         1259760	0.8737624104669697
      4468             4304             164	0.963294538943599                      8723822         1259924	0.8738024785486329
      4469             4303             166	0.9628552248825241                     8728125         1260090	0.8738423231778651
      4470             4305             165	0.9630872483221476                     8732430         1260255	0.8738822448621166
      4471             4306             165	0.9630955043614404                     8736736         1260420	0.8739221434575993
      4472             4309             163	0.9635509838998211                     8741045         1260583	0.8739622189507548
      4473             4306             167	0.9626648781578359                     8745351         1260750	0.8740018714582234
      4474             4308             166	0.9628967367009388                     8749659         1260916	0.8740416010069352
      4475             4309             166	0.9629050279329608                     8753968         1261082	0.8740813076320139
      4476             4312             164	0.9633601429848079                     8758280         1261246	0.8741211909625266
      4477             4311             166	0.9629215992852357                     8762591         1261412	0.8741608517076461
      4478             4313             165	0.9631531933899062                     8766904         1261577	0.87420058930161
      4479             4314             165	0.9631614199598124                     8771218         1261742	0.8742403039581539
      4480             4317             163	0.9636160714285714                     8775535         1261905	0.8742801949501068
      4481             4314             167	0.9627315331399241                     8779849         1262072	0.8743196645343058
      4482             4316             166	0.9629629629629629                     8784165         1262238	0.8743592109534128
      4483             4318             165	0.9631942895382556                     8788483         1262403	0.8743988340928353
      4484             4321             163	0.9636485280999108                     8792804         1262566	0.8744386332874872
      4485             4320             165	0.9632107023411371                     8797124         1262731	0.8744782106700345
      4486             4322             164	0.9634418189924209                     8801446         1262895	0.8745178646073299
      4487             4323             164	0.9634499665700914                     8805769         1263059	0.8745574956688107
      4488             4326             162	0.963903743315508                      8810095         1263221	0.8745973024175951
      4489             4323             166	0.9630207173089775                     8814418         1263387	0.8746366892393731
      4490             4325             165	0.9632516703786191                     8818743         1263552	0.8746761526021605
      4491             4326             165	0.9632598530394122                     8823069         1263717	0.8747155932523997
      4492             4329             163	0.963713268032057                      8827398         1263880	0.8747552093996419
      4493             4328             165	0.9632762074337858                     8831726         1264045	0.8747946045923585
      4494             4330             164	0.9635068980863374                     8836056         1264209	0.8748340761356261
      4495             4331             164	0.9635150166852058                     8840387         1264373	0.8748735249525966
      4496             4334             162	0.9639679715302492                     8844721         1264535	0.8749131489003741
      4497             4331             166	0.9630865021125194                     8849052         1264701	0.8749523544820602
      4498             4333             165	0.9633170297910182                     8853385         1264866	0.8749916364004016
      4499             4334             165	0.9633251833740831                     8857719         1265031	0.8750308957546121
      4500             4337             163	0.9637777777777777                     8862056         1265194	0.8750703300501124
      4501             4336             165	0.9633414796711842                     8866392         1265359	0.8751095442436356
      4502             4338             164	0.9635717458907153                     8870730         1265523	0.8751488345841407
      4503             4339             164	0.9635798356651122                     8875069         1265687	0.87518810234661
      4504             4342             162	0.9640319715808171                     8879411         1265849	0.8752275446858927
      4505             4339             166	0.9631520532741399                     8883750         1266015	0.8752665702112314
      4506             4341             165	0.9633821571238349                     8888091         1266180	0.875305671869502
      4507             4342             165	0.9633902817838917                     8892433         1266345	0.8753447511108128
      4508             4345             163	0.9638420585625554                     8896778         1266508	0.8753840047401992
      4509             4344             165	0.9634065202927479                     8901122         1266673	0.8754230391151671
      4510             4346             164	0.9636363636363636                     8905468         1266837	0.8754621494341744
      4511             4347             164	0.9636444247395256                     8909815         1267001	0.8755012373221644
      4512             4350             162	0.964095744680851                      8914165         1267163	0.8755404992354632
      4513             4347             166	0.9632173720363395                     8918512         1267329	0.8755793458782638
      4514             4349             165	0.963447053610988                      8922861         1267494	0.8756182684509028
      4515             4350             165	0.9634551495016611                     8927211         1267659	0.8756571687525196
      4516             4353             163	0.9639061116031886                     8931564         1267822	0.8756962428914838
      4517             4352             165	0.9634713305291123                     8935916         1267987	0.8757350986186364
      4518             4354             164	0.963700752545374                      8940270         1268151	0.8757740300875131
      4519             4355             164	0.9637087851294535                     8944625         1268315	0.8758129392711599
      4520             4358             162	0.9641592920353982                     8948983         1268477	0.8758520219310866
      4521             4355             166	0.9632824596328246                     8953338         1268643	0.8758906908553244
      4522             4357             165	0.9635117204776648                     8957695         1268808	0.8759294355069372
      4523             4358             165	0.9635197877514924                     8962053         1268973	0.8759681580322443
      4524             4361             163	0.9639699381078691                     8966414         1269136	0.8760070538466423
      4525             4360             165	0.96353591160221                       8970774         1269301	0.8760457320869232
      4526             4362             164	0.9637649138311976                     8975136         1269465	0.8760844858672387
      4527             4363             164	0.9637729180472719                     8979499         1269629	0.8761232175068943
      4528             4366             162	0.9642226148409894                     8983865         1269791	0.8761621220762623
      4529             4363             166	0.9633473172885847                     8988228         1269957	0.8762006144361795
      4530             4365             165	0.9635761589403974                     8992593         1270122	0.8762391823216371
      4531             4366             165	0.9635841977488413                     8996959         1270287	0.876277728224297
      4532             4369             163	0.9640335392762577                     9001328         1270450	0.8763164468702497
      4533             4368             165	0.9636002647253474                     9005696         1270615	0.8763549487749057
      4534             4370             164	0.9638288486987208                     9010066         1270779	0.8763935260185325
      4535             4371             164	0.9638368246968027                     9014437         1270943	0.8764320812648634
      4536             4374             162	0.9642857142857143                     9018811         1271105	0.8764708088967879
      4537             4371             166	0.9634119462199692                     9023182         1271271	0.876509125836992
      4538             4373             165	0.9636403702071397                     9027555         1271436	0.8765475181015305
      4539             4374             165	0.9636483807005949                     9031929         1271601	0.876585888525583
      4540             4377             163	0.9640969162995595                     9036306         1271764	0.876624431149575
      4541             4376             165	0.9636643911032812                     9040682         1271929	0.8766627578602548
      4542             4378             164	0.9638925583443417                     9045060         1272093	0.8767011597094664
      4543             4379             164	0.9639005062733876                     9049439         1272257	0.8767395397035526
      4544             4382             162	0.9643485915492958                     9053821         1272419	0.8767780915415485
      4545             4379             166	0.9634763476347635                     9058200         1272585	0.8768162341971109
      4546             4381             165	0.9637043554773427                     9062581         1272750	0.8768544519764292
      4547             4382             165	0.9637123378051462                     9066963         1272915	0.8768926480563891
      4548             4385             163	0.964160070360598                      9071348         1273078	0.8769310157953665
      4549             4384             165	0.9637282919322928                     9075732         1273243	0.8769691684442179
      4550             4386             164	0.963956043956044                      9080118         1273407	0.8770073960317862
      4551             4387             164	0.963963963963964                      9084505         1273571	0.8770456019052187
      4552             4390             162	0.9644112478031635                     9088895         1273733	0.8770839790832982
      4553             4387             166	0.9635405227322644                     9093282         1273899	0.8771219485798502
      4554             4389             165	0.9637681159420289                     9097671         1274064	0.8771599930002069
      4555             4390             165	0.9637760702524698                     9102061         1274229	0.8771980158611604
      4556             4393             163	0.9642230026338894                     9106454         1274392	0.8772362098426275
      4557             4392             165	0.9637919684002634                     9110846         1274557	0.8772741895523939
      4558             4394             164	0.9640193067134708                     9115240         1274721	0.8773122440016858
      4559             4395             164	0.9640271989471375                     9119635         1274885	0.8773502768766619
      4560             4398             162	0.9644736842105263                     9124033         1275047	0.8773884805194305
      4561             4395             166	0.9636044727033545                     9128428         1275213	0.8774262779732596
      4562             4397             165	0.9638316527838667                     9132825         1275378	0.877464150151568
      4563             4398             165	0.9638395792241946                     9137223         1275543	0.8775020009092684
      4564             4401             163	0.9642857142857143                     9141624         1275706	0.8775400222513831
      4565             4400             165	0.963855421686747                      9146024         1275871	0.8775778301354984
      4566             4402             164	0.9640823477879983                     9150426         1276035	0.8776157125605707
      4567             4403             164	0.964090212393256                      9154829         1276199	0.8776535735499895
      4568             4406             162	0.9645359019264448                     9159235         1276361	0.8776916047727413
      4569             4403             166	0.9636681987305756                     9163638         1276527	0.8777292312908848
      4570             4406             164	0.9641137855579869                     9168044         1276691	0.8777670280768253
      4571             4407             164	0.9641216364034129                     9172451         1276855	0.8778048034960408
      4572             4410             162	0.9645669291338582                     9176861         1277017	0.8778427488822809
      4573             4409             164	0.964137327793571                      9181270         1277181	0.8778804815359368
      4574             4411             163	0.9643637953651071                     9185681         1277344	0.8779182884490861
      4575             4412             163	0.9643715846994535                     9190093         1277507	0.8779560739806641
      4576             4415             161	0.9648164335664335                     9194508         1277668	0.8779940291301445
      4577             4412             165	0.9639501857111645                     9198920         1277833	0.8780315809678819
      4578             4414             164	0.9641764962865881                     9203334         1277997	0.8780692070501351
      4579             4415             164	0.964184319720463                      9207749         1278161	0.8781068119028296
      4580             4418             162	0.9646288209606987                     9212167         1278323	0.8781445861918747
      4581             4417             164	0.9641999563414102                     9216584         1278487	0.8781821485533542
      4582             4419             163	0.9644260148406809                     9221003         1278650	0.878219784977656
      4583             4420             163	0.9644337770019638                     9225423         1278813	0.8782574001574222
      4584             4423             161	0.9648778359511344                     9229846         1278974	0.8782951844260345
      4585             4420             165	0.9640130861504908                     9234266         1279139	0.8783325668515576
      4586             4422             164	0.9642389882250327                     9238688         1279303	0.8783700233247965
      4587             4423             164	0.9642467843906692                     9243111         1279467	0.8784074587045114
      4588             4426             162	0.9646904969485615                     9247537         1279629	0.8784450629922621
      4589             4425             164	0.9642623665286555                     9251962         1279793	0.8784824561528444
      4590             4427             163	0.9644880174291939                     9256389         1279956	0.878519923180192
      4591             4428             163	0.9644957525593553                     9260817         1280119	0.8785573690989111
      4592             4431             161	0.9649390243902439                     9265248         1280280	0.8785949835797695
      4593             4428             165	0.9640757674722403                     9269676         1280445	0.878632197678112
      4594             4430             164	0.9643012625163256                     9274106         1280609	0.8786694856279871
      4595             4431             164	0.9643090315560392                     9278537         1280773	0.8787067526192526
      4596             4434             162	0.9647519582245431                     9282971         1280935	0.8787441879925854
      4597             4433             164	0.964324559495323                      9287404         1281099	0.8787814130345613
      4598             4435             163	0.964549804262723                      9291839         1281262	0.878818711747859
      4599             4436             163	0.9645575125027179                     9296275         1281425	0.8788559894873177
      4600             4439             161	0.965                                  9300714         1281586	0.8788934352645456
      4601             4436             165	0.9641382308193871                     9305150         1281751	0.8789304821118097
      4602             4438             164	0.9643633202955237                     9309588         1281915	0.8789676026150396
      4603             4439             164	0.9643710623506409                     9314027         1282079	0.8790047022934652
      4604             4442             162	0.9648132059079062                     9318469         1282241	0.8790419698303227
      4605             4441             164	0.964386536373507                      9322910         1282405	0.8790790278270848
      4606             4443             163	0.9646113764654798                     9327353         1282568	0.8791161593003378
      4607             4444             163	0.9646190579552855                     9331797         1282731	0.8791532699334347
      4608             4447             161	0.9650607638888888                     9336244         1282892	0.8791905480822545
      4609             4444             165	0.964200477326969                      9340688         1283057	0.8792274287457013
      4610             4446             164	0.9644251626898048                     9345134         1283221	0.879264382870162
      4611             4447             164	0.9644328779006723                     9349581         1283385	0.8793013163025256
      4612             4450             162	0.9648742411101474                     9354031         1283547	0.8793384170720064
      4613             4449             164	0.9644482982874485                     9358480         1283711	0.879375309088138
      4614             4451             163	0.9646727351538795                     9362931         1283874	0.8794122743865413
      4615             4452             163	0.9646803900325027                     9367383         1284037	0.8794492189773758
      4616             4455             161	0.9651213171577123                     9371838         1284198	0.8794863305641986
      4617             4452             165	0.9642625081221572                     9376290         1284363	0.8795230461023353
      4618             4454             164	0.9644867908185362                     9380744         1284527	0.8795598349071486
      4619             4455             164	0.9644944793245291                     9385199         1284691	0.8795966031514851
      4620             4458             162	0.964935064935065                      9389657         1284853	0.8796335382139321
      4621             4457             164	0.9645098463536032                     9394114         1285017	0.879670265305295
      4622             4459             163	0.9647338814366075                     9398573         1285180	0.8797070654853215
      4623             4460             163	0.9647415098420938                     9403033         1285343	0.879743845089282
      4624             4463             161	0.965181660899654                      9407496         1285504	0.8797807911717946
      4625             4460             165	0.9643243243243244                     9411956         1285669	0.8798173426344632
      4626             4462             164	0.964548205793342                      9416418         1285833	0.8798539671700841
      4627             4463             164	0.9645558677328723                     9420881         1285997	0.8798905712757724
      4628             4466             162	0.9649956784788245                     9425347         1286159	0.8799273416828596
      4629             4465             164	0.9645711816807085                     9429812         1286323	0.8799639048966815
      4630             4467             163	0.9647948164146868                     9434279         1286486	0.8800005410061689
      4631             4468             163	0.9648024184841287                     9438747         1286649	0.8800371566700195
      4632             4471             161	0.9652417962003454                     9443218         1286810	0.8800739382972719
      4633             4468             165	0.9643859270451112                     9447686         1286975	0.8801103267257345
      4634             4470             164	0.96460940871817                       9452156         1287139	0.8801467880340376
      4635             4471             164	0.9646170442286948                     9456627         1287303	0.880183229041887
      4636             4474             162	0.9650560828300259                     9461101         1287465	0.880219835836706
      4637             4473             164	0.9646323053698512                     9465574         1287629	0.8802562362116664
      4638             4475             163	0.9648555411815438                     9470049         1287792	0.8802927092899031
      4639             4476             163	0.9648631170510886                     9474525         1287955	0.8803291620518691
      4640             4479             161	0.965301724137931                      9479004         1288116	0.8803657802643604
      4641             4476             165	0.9644473173884939                     9483480         1288281	0.880402006691385
      4642             4478             164	0.964670400689358                      9487958         1288445	0.8804383058057499
      4643             4479             164	0.9646780099073875                     9492437         1288609	0.8804745847480847
      4644             4482             162	0.9651162790697675                     9496919         1288771	0.8805110289652308
      4645             4481             164	0.9646932185145317                     9501400         1288935	0.8805472675315456
      4646             4483             163	0.9649160568230736                     9505883         1289098	0.8805835786093555
      4647             4484             163	0.964923606627932                      9510367         1289261	0.8806198694992087
      4648             4487             161	0.9653614457831325                     9514854         1289422	0.8806563253289716
      4649             4484             165	0.9645084964508497                     9519338         1289587	0.8806923907789165
      4650             4486             164	0.9647311827956989                     9523824         1289751	0.8807285287243118
      4651             4487             164	0.964738765856805                      9528311         1289915	0.8807646466250566
      4652             4490             162	0.9651762682717111                     9532801         1290077	0.8808009292907117
      4653             4489             164	0.9647539222007308                     9537290         1290241	0.8808370070702176
      4654             4491             163	0.9649763644177052                     9541781         1290404	0.8808731571700447
      4655             4492             163	0.964983888292159                      9546273         1290567	0.8809092872091865
      4656             4495             161	0.9654209621993127                     9550768         1290728	0.8809455816798715
      4657             4492             165	0.9645694653210222                     9555260         1290893	0.8809814871687685
      4658             4494             164	0.9647917561185058                     9559754         1291057	0.8810174649618355
