   Row     Odds(this row)  Evens(this row)	   Odd Percentage(this row)      Total Odds      Total Evens  	    Total Odds Percentage     
      2593             2390             203	0.9217123023524875                     2440197          922924	0.7255751428509412
      2594             2392             202	0.9221279876638396                     2442589          923126	0.7257266286658258
      2595             2393             202	0.9221579961464355                     2444982          923328	0.7258779625390774
      2596             2396             200	0.9229583975346687                     2447378          923528	0.7260297379992204
      2597             2395             202	0.9222179437812861                     2449773          923730	0.7261807681807309
      2598             2398             200	0.9230177059276367                     2452171          923930	0.7263322394679543
      2599             2398             201	0.9226625625240477                     2454569          924131	0.726483262793382
      2600             2402             198	0.9238461538461539                     2456971          924329	0.7266350220329459
      2601             2398             203	0.9219530949634756                     2459369          924532	0.7267851512204405
      2602             2400             202	0.9223674096848578                     2461769          924734	0.7269354257179161
      2603             2401             202	0.9223972339608144                     2464170          924936	0.7270855499946004
      2604             2404             200	0.9231950844854071                     2466574          925136	0.7272361139366278
      2605             2403             202	0.9224568138195778                     2468977          925338	0.7273859379580269
      2606             2406             200	0.9232540291634689                     2471383          925538	0.7275362011657027
      2607             2406             201	0.9228998849252014                     2473789          925739	0.7276860199415919
      2608             2410             198	0.924079754601227                      2476199          925937	0.7278365709072183
      2609             2406             203	0.9221924108853967                     2478605          926140	0.7279855025853624
      2610             2408             202	0.9226053639846743                     2481013          926342	0.728134579461195
      2611             2410             201	0.92301800076599                       2483423          926543	0.7282838010701573
      2612             2413             199	0.9238131699846861                     2485836          926742	0.7284334599824531
      2613             2412             201	0.9230769230769231                     2488248          926943	0.7285823838256776
      2614             2415             199	0.9238714613618975                     2490663          927142	0.7287317444968335
      2615             2415             200	0.9235181644359465                     2493078          927342	0.7288806637781325
      2616             2419             197	0.9246941896024465                     2495497          927539	0.729030311103944
      2617             2415             202	0.92281238058846                       2497912          927741	0.7291783493541232
      2618             2417             201	0.9232238349885409                     2500329          927942	0.7293265322373873
      2619             2418             201	0.9232531500572738                     2502747          928143	0.7294745678235094
      2620             2421             199	0.9240458015267176                     2505168          928342	0.7296230388145076
      2621             2420             201	0.9233117130866082                     2507588          928543	0.7297707799848143
      2622             2423             199	0.9241037376048817                     2510011          928742	0.7299189560866977
      2623             2423             200	0.9237514296606939                     2512434          928942	0.7300666942525316
      2624             2427             197	0.9249237804878049                     2514861          929139	0.7302151567944251
      2625             2423             202	0.923047619047619                      2517284          929341	0.7303620208174664
      2626             2425             201	0.9234577303884235                     2519709          929542	0.7305090293515897
      2627             2426             201	0.923486867148839                      2522135          929743	0.7306558922418463
      2628             2429             199	0.9242770167427702                     2524564          929942	0.730803188646944
      2629             2428             201	0.9235450741726893                     2526992          930143	0.7309497604230092
      2630             2431             199	0.9243346007604563                     2529423          930342	0.731096765242726
      2631             2431             200	0.9239832763207906                     2531854          930542	0.7312433355398978
      2632             2435             197	0.9251519756838906                     2534289          930739	0.7313906265692514
      2633             2431             202	0.9232814280288644                     2536720          930941	0.7315363295316353
      2634             2433             201	0.9236902050113895                     2539153          931142	0.731682176875453
      2635             2434             201	0.923719165085389                      2541587          931343	0.7318278802048991
      2636             2437             199	0.9245068285280729                     2544024          931542	0.7319740151676015
      2637             2436             201	0.9237770193401593                     2546460          931743	0.7321194306370272
      2638             2439             199	0.9245640636846095                     2548899          931942	0.7322652772706366
      2639             2439             200	0.9242137173171656                     2551338          932142	0.7324106927555203
      2640             2443             197	0.9253787878787879                     2553781          932339	0.7325568253531146
      2641             2439             202	0.9235138205225294                     2556220          932541	0.7327013802321225
      2642             2442             200	0.9242997728993188                     2558662          932741	0.7328463657733009
      2643             2443             200	0.9243284146802876                     2561105          932941	0.732991208472928
      2644             2446             198	0.9251134644478064                     2563551          933139	0.7331364805001301
      2645             2445             200	0.9243856332703214                     2565996          933339	0.733281037682874
      2646             2448             198	0.9251700680272109                     2568444          933537	0.7334260237277129
      2647             2448             199	0.9248205515678126                     2570892          933736	0.7335705815281964
      2648             2452             196	0.9259818731117825                     2573344          933932	0.7337158524165193
      2649             2448             201	0.9241223103057757                     2575792          934133	0.7338595554036055
      2650             2450             200	0.9245283018867925                     2578242          934333	0.7340034020625894
      2651             2451             200	0.9245567710298                        2580693          934533	0.7341471074690503
      2652             2454             198	0.9253393665158371                     2583147          934731	0.7342912403443212
      2653             2453             200	0.9246136449302677                     2585600          934931	0.7344346634073099
      2654             2456             198	0.9253956292388847                     2588056          935129	0.7345785134757329
      2655             2456             199	0.9250470809792843                     2590512          935328	0.7347219386018651
      2656             2460             196	0.9262048192771084                     2592972          935524	0.7348660732504727
      2657             2456             201	0.9243507715468574                     2595428          935725	0.7350086501491156
      2658             2458             200	0.9247554552294959                     2597886          935925	0.7351513705741478
      2659             2459             200	0.9247837532907108                     2600345          936125	0.7352939513130324
      2660             2462             198	0.9255639097744361                     2602807          936323	0.735436957670388
      2661             2461             200	0.9248402856069147                     2605268          936523	0.7355792591940067
      2662             2464             198	0.9256198347107438                     2607732          936721	0.7357219858748303
      2663             2464             199	0.9252722493428465                     2610196          936920	0.735864290877434
      2664             2468             196	0.9264264264264265                     2612664          937116	0.7360073018609604
      2665             2464             201	0.924577861163227                      2615128          937317	0.7361487651462584
      2666             2466             200	0.9249812453113279                     2617594          937517	0.7362903718055498
      2667             2467             200	0.9250093738282714                     2620061          937717	0.7364318403228082
      2668             2470             198	0.9257871064467766                     2622531          937915	0.736573732616644
      2669             2469             200	0.9250655676283253                     2625000          938115	0.7367149250024206
      2670             2472             198	0.9258426966292135                     2627472          938313	0.736856540705623
      2671             2472             199	0.9254960688880569                     2629944          938512	0.7369977379572565
      2672             2476             196	0.9266467065868264                     2632420          938708	0.7371396376719065
      2673             2472             201	0.9248035914702581                     2634892          938909	0.7372799996418379
      2674             2475             199	0.9255796559461481                     2637367          939108	0.7374207844315982
      2675             2476             199	0.925607476635514                      2639843          939307	0.737561432183619
      2676             2479             197	0.9263826606875935                     2642322          939504	0.737702501461545
      2677             2478             199	0.9256630556593202                     2644800          939703	0.7378428752884291
      2678             2481             197	0.926437640029873                      2647281          939900	0.7379836701855859
      2679             2481             198	0.9260918253079508                     2649762          940098	0.7381240494058264
      2680             2485             195	0.9272388059701493                     2652247          940293	0.7382651271802123
      2681             2481             200	0.9254009697873927                     2654728          940493	0.7384046766527009
      2682             2483             199	0.9258016405667412                     2657211          940692	0.7385443687614702
      2683             2484             199	0.9258292955646664                     2659695          940891	0.7386839253388199
      2684             2487             197	0.926602086438152                      2662182          941088	0.7388239016226927
      2685             2486             199	0.9258845437616388                     2664668          941287	0.7389631872832578
      2686             2489             197	0.926656738644825                      2667157          941484	0.7391028921968131
      2687             2489             198	0.9263118719761816                     2669646          941682	0.7392421845924824
      2688             2493             195	0.9274553571428571                     2672139          941877	0.7393821720767146
      2689             2489             200	0.9256229081442916                     2674628          942077	0.7395206410254638
      2690             2491             199	0.9260223048327137                     2677119          942276	0.7396592524441239
      2691             2492             199	0.926049795615013                      2679611          942475	0.7397977298164649
      2692             2495             197	0.9268202080237742                     2682106          942672	0.73993662508435
      2693             2494             199	0.9261047159301894                     2684600          942871	0.7400748345059134
      2694             2497             197	0.9268745360059392                     2687097          943068	0.7402134613715905
      2695             2497             198	0.926530612244898                      2689594          943266	0.7403516788425648
      2696             2501             195	0.9276706231454006                     2692095          943461	0.7404905879595858
      2697             2497             200	0.9258435298479792                     2694592          943661	0.7406279882130242
      2698             2499             199	0.9262416604892513                     2697091          943860	0.7407655307638032
      2699             2500             199	0.9262689885142645                     2699591          944059	0.7409029407325073
      2700             2503             197	0.927037037037037                      2702094          944256	0.7410407667941914
      2701             2502             199	0.9263235838578304                     2704596          944455	0.7411779117365035
      2702             2505             197	0.9270910436713545                     2707101          944652	0.7413154723224709
      2703             2505             198	0.9267480577136515                     2709606          944850	0.7414526266016064
      2704             2509             195	0.9278846153846154                     2712115          945045	0.7415904691071761
      2705             2505             200	0.9260628465804066                     2714620          945245	0.7417268123277772
      2706             2508             198	0.926829268292683                      2717128          945443	0.7418635706993802
      2707             2509             198	0.9268562984854082                     2719637          945641	0.7420001975293552
      2708             2512             196	0.9276218611521418                     2722149          945837	0.742137238255544
      2709             2511             198	0.9269102990033222                     2724660          946035	0.7422736021380147
      2710             2514             196	0.9276752767527675                     2727174          946231	0.7424103794708179
      2711             2514             197	0.9273330874216157                     2729688          946428	0.7425467531492478
      2712             2518             194	0.9284660766961652                     2732206          946622	0.7426838112572809
      2713             2514             199	0.9266494655363067                     2734720          946821	0.7428193791675822
      2714             2516             198	0.9270449521002211                     2737236          947019	0.7429550886135732
      2715             2517             198	0.9270718232044199                     2739753          947217	0.7430906679468506
      2716             2520             196	0.9278350515463918                     2742273          947413	0.7432266593959486
      2717             2519             198	0.9271255060728745                     2744792          947611	0.7433619786355932
      2718             2522             196	0.927888153053716                      2747314          947807	0.7434977095472651
      2719             2522             197	0.927546892239794                      2749836          948004	0.7436330398286567
      2720             2526             194	0.9286764705882353                     2752362          948198	0.7437690511706336
      2721             2522             199	0.9268651231165013                     2754884          948397	0.7439035817157812
      2722             2524             198	0.9272593681116826                     2757408          948595	0.7440382536117752
      2723             2525             198	0.9272860815277267                     2759933          948793	0.7441727968040778
      2724             2528             196	0.9280469897209985                     2762461          948989	0.7443077503401635
      2725             2527             198	0.9273394495412844                     2764988          949187	0.7444420362530036
      2726             2530             196	0.9280997798972854                     2767518          949383	0.7445767320679243
      2727             2530             197	0.9277594426109278                     2770048          949580	0.7447110302428093
      2728             2534             194	0.9288856304985337                     2772582          949774	0.7448460061316006
      2729             2530             199	0.9270795163063393                     2775112          949973	0.7449795105346589
      2730             2532             198	0.9274725274725275                     2777644          950171	0.7451131560981433
      2731             2533             198	0.9274990845844013                     2780177          950369	0.7452466743474011
      2732             2536             196	0.9282576866764275                     2782713          950565	0.7453806011767674
      2733             2535             198	0.9275521405049396                     2785248          950763	0.7455138649217039
      2734             2538             196	0.9283101682516459                     2787786          950959	0.7456475368071371
      2735             2538             197	0.9279707495429617                     2790324          951156	0.7457808140094294
      2736             2542             194	0.929093567251462                      2792866          951350	0.7459147656011299
      2737             2538             199	0.9272926561929119                     2795404          951549	0.7460472549295387
      2738             2540             198	0.9276844411979547                     2797944          951747	0.7461798852225423
      2739             2541             198	0.927710843373494                      2800485          951945	0.7463123895715577
      2740             2545             195	0.9288321167883211                     2803030          952140	0.7464455670449007
      2741             2544             197	0.9281284202845677                     2805574          952337	0.7465780855374169
      2742             2547             195	0.9288840262582057                     2808121          952532	0.7467110100293752
      2743             2547             196	0.9285453882610281                     2810668          952728	0.7468435423750251
      2744             2551             193	0.9296647230320699                     2813219          952921	0.7469767454210412
      2745             2547             198	0.9278688524590164                     2815766          953119	0.7471084949527512
      2746             2549             197	0.9282592862345229                     2818315          953316	0.7472403848626761
      2747             2550             197	0.9282854022570076                     2820865          953513	0.7473721497952776
      2748             2553             195	0.9290393013100436                     2823418          953708	0.7475043194216979
      2749             2552             197	0.9283375773008367                     2825970          953905	0.7476358345183373
      2750             2555             195	0.9290909090909091                     2828525          954100	0.7477677538746241
      2751             2555             196	0.9287531806615776                     2831080          954296	0.7478992839813007
      2752             2559             193	0.9298691860465116                     2833639          954489	0.7480314815127683
      2753             2555             198	0.9280784598619688                     2836194          954687	0.7481622345834649
      2754             2557             197	0.9284676833696441                     2838751          954884	0.7482931278312226
      2755             2558             197	0.9284936479128857                     2841309          955081	0.7484238974394095
      2756             2561             195	0.9292452830188679                     2843870          955276	0.7485550700078386
      2757             2560             197	0.9285455204932898                     2846430          955473	0.7486855924519905
      2758             2563             195	0.9292965917331399                     2848993          955668	0.7488165174242857
      2759             2563             196	0.9289597680318956                     2851556          955864	0.7489470560116824
      2760             2567             193	0.9300724637681159                     2854123          956057	0.7490782587699268
      2761             2563             198	0.9282868525896414                     2856686          956255	0.7492080260355458
      2762             2565             197	0.9286748732802317                     2859251          956452	0.7493379332720602
      2763             2566             197	0.9287006876583423                     2861817          956649	0.7494677181884034
      2764             2569             195	0.9294500723589001                     2864386          956844	0.7495979043397022
      2765             2568             197	0.92875226039783                       2866954          957041	0.7497274447273075
      2766             2571             195	0.9295010845986985                     2869525          957236	0.7498573859198419
      2767             2571             196	0.9291651608239971                     2872096          957432	0.7499869435606685
      2768             2575             193	0.9302745664739884                     2874671          957625	0.7501171621398764
      2769             2571             198	0.9284940411700975                     2877242          957823	0.7502459541102954
      2770             2573             197	0.9288808664259928                     2879815          958020	0.7503748858405846
      2771             2574             197	0.9289065319379285                     2882389          958217	0.7505036965520545
      2772             2577             195	0.9296536796536796                     2884966          958412	0.7506329067814823
      2773             2576             197	0.9289578074287775                     2887542          958609	0.7507614755634919
      2774             2580             194	0.9300648882480173                     2890122          958803	0.7508907032483096
      2775             2580             195	0.9297297297297298                     2892702          958998	0.7510195498091752
      2776             2584             192	0.930835734870317                      2895286          959190	0.7511490537235153
      2777             2580             197	0.9290601368383147                     2897866          959387	0.7512771394564992
      2778             2582             196	0.9294456443484521                     2900448          959583	0.7514053643610634
      2779             2583             196	0.929471032745592                      2903031          959779	0.7515334691584623
      2780             2586             194	0.9302158273381295                     2905617          959973	0.7516619713937588
      2781             2585             196	0.9295217547644732                     2908202          960169	0.7517898360834574
      2782             2588             194	0.9302659956865564                     2910790          960363	0.7519180977863701
      2783             2588             195	0.9299317283507007                     2913378          960558	0.7520459811416605
      2784             2592             192	0.9310344827586207                     2915970          960750	0.7521745186652634
      2785             2588             197	0.9292639138240575                     2918558          960947	0.7523016467307041
      2786             2590             196	0.9296482412060302                     2921148          961143	0.7524289137522149
      2787             2591             196	0.9296734840330104                     2923739          961339	0.7525560619374952
      2788             2594             194	0.930416068866571                      2926333          961533	0.7526836058650169
      2789             2593             196	0.9297239153818573                     2928926          961729	0.752810516481158
      2790             2596             194	0.9304659498207886                     2931522          961923	0.7529378224169084
      2791             2596             195	0.9301325689716947                     2934118          962118	0.7530647527511167
      2792             2600             192	0.9312320916905444                     2936718          962310	0.7531923340894192
      2793             2596             197	0.9294665234514858                     2939314          962507	0.7533185146115109
      2794             2598             196	0.9298496778811739                     2941912          962703	0.7534448338696644
      2795             2599             196	0.9298747763864043                     2944511          962899	0.7535710355452845
      2796             2602             194	0.9306151645207439                     2947113          963093	0.7536976312756923
      2797             2601             196	0.9299249195566679                     2949714          963289	0.7538235978863292
      2798             2604             194	0.9306647605432452                     2952318          963483	0.7539499581311716
      2799             2604             195	0.9303322615219721                     2954922          963678	0.7540759454907365
      2800             2608             192	0.9314285714285714                     2957530          963870	0.7542025807109706
      2801             2604             197	0.9296679757229561                     2960134          964067	0.7543278236767179
      2802             2606             196	0.9300499643112062                     2962740          964263	0.7544532051541596
      2803             2607             196	0.9300749197288619                     2965347          964459	0.7545784702858106
      2804             2610             194	0.9308131241084165                     2967957          964653	0.7547041277929925
      2805             2609             196	0.9301247771836008                     2970566          964849	0.7548291603299779
      2806             2612             194	0.9308624376336422                     2973178          965043	0.7549545848239598
      2807             2612             195	0.9305308158175989                     2975790          965238	0.7550796391195393
      2808             2616             192	0.9316239316239316                     2978406          965430	0.7552053381530064
      2809             2613             196	0.9302242791028836                     2981019          965626	0.7553299067942518
      2810             2615             195	0.9306049822064056                     2983634          965821	0.7554546133580456
      2811             2616             195	0.9306296691568837                     2986250          966016	0.7555792044361387
      2812             2619             193	0.9313655761024182                     2988869          966209	0.7557041858592928
      2813             2618             195	0.9306789904017063                     2991487          966404	0.7558285460615262
      2814             2621             193	0.9314143567874911                     2994108          966597	0.7559532961934807
      2815             2621             194	0.9310834813499111                     2996729          966791	0.7560776784272566
      2816             2625             191	0.9321732954545454                     2999354          966982	0.756202701939523
      2817             2621             196	0.9304224352147675                     3001975          967178	0.7563263497275111
      2818             2623             195	0.9308019872249823                     3004598          967373	0.75645013520995
      2819             2624             195	0.9308265342319971                     3007222          967568	0.7565738064149301
      2820             2627             193	0.9315602836879433                     3009849          967761	0.7566978663066515
      2821             2626             195	0.9308755760368663                     3012475          967956	0.756821309049196
      2822             2629             193	0.9316087880935506                     3015104          968149	0.7569451400651679
      2823             2629             194	0.9312787814381863                     3017733          968343	0.7570686058168484
      2824             2633             191	0.9323654390934845                     3020366          968534	0.7571927097696106
      2825             2629             196	0.9306194690265487                     3022995          968730	0.7573154463295944
      2826             2631             195	0.9309978768577495                     3025626          968925	0.7574383203518994
      2827             2632             195	0.9310222851078882                     3028258          969120	0.7575610812887847
      2828             2635             193	0.9317538896746818                     3030893          969313	0.757684229262193
      2829             2634             195	0.9310710498409331                     3033527          969508	0.7578067641177256
      2830             2637             193	0.9318021201413428                     3036164          969701	0.7579296855984912
      2831             2637             194	0.9314729777463794                     3038801          969895	0.7580522444206296
      2832             2641             191	0.9325564971751412                     3041442          970086	0.7581754383865699
      2833             2637             196	0.9308153900458878                     3044079          970282	0.7582972732148404
      2834             2639             195	0.9311926605504587                     3046718          970477	0.7584192452693982
      2835             2640             195	0.9312169312169312                     3049358          970672	0.7585411054146363
      2836             2643             193	0.9319464033850494                     3052001          970865	0.75866335095427
      2837             2642             195	0.9312654212195982                     3054643          971060	0.7587849873674237
      2838             2645             193	0.9319943622269203                     3057288          971253	0.7589070087657045
      2839             2645             194	0.9316660796054949                     3059933          971447	0.7590286700831973
      2840             2649             191	0.9327464788732395                     3062582          971638	0.7591509635071959
      2841             2645             196	0.9310102076733544                     3065227          971834	0.759271905973182
      2842             2647             195	0.9313863476425053                     3067874          972029	0.7593929854256402
      2843             2648             195	0.9314104818853324                     3070522          972224	0.7595139541291983
      2844             2651             193	0.9321378340365682                     3073173          972417	0.7596353065931051
      2845             2651             194	0.9318101933216169                     3075824          972611	0.7597563008915791
      2846             2654             192	0.932536893886156                      3078478          972803	0.7598776781961064
      2847             2654             193	0.9322093431682473                     3081132          972996	0.7599986976237554
      2848             2658             190	0.9332865168539326                     3083790          973186	0.760120345794503
      2849             2654             195	0.9315549315549315                     3086444          973381	0.7602406507669666
      2850             2656             194	0.9319298245614035                     3089100          973575	0.7603610921375694
      2851             2657             194	0.9319537004559804                     3091757          973769	0.7604814235599526
      2852             2660             192	0.9326788218793829                     3094417          973961	0.7606021367729351
      2853             2659             194	0.9320014020329478                     3097076          974155	0.7607222483813864
      2854             2662             192	0.9327259985984583                     3099738          974347	0.7608427413762845
      2855             2663             192	0.9327495621716287                     3102401          974539	0.7609631243040124
      2856             2666             190	0.9334733893557423                     3105067          974729	0.7610838875277097
      2857             2662             195	0.9317465873293664                     3107729          974924	0.7612033155891524
      2858             2664             194	0.9321203638908327                     3110393          975118	0.7613228798062225
      2859             2665             194	0.932144106330885                      3113058          975312	0.7614423352093866
      2860             2669             191	0.9332167832167833                     3115727          975503	0.7615624152149842
      2861             2667             194	0.9321915414190842                     3118394          975697	0.7616816528992638
      2862             2670             192	0.9329140461215933                     3121064          975889	0.7618012703587276
      2863             2670             193	0.9325881942018861                     3123734          976082	0.7619205349703498
      2864             2674             190	0.9336592178770949                     3126408          976272	0.7620404223580683
      2865             2671             194	0.9322862129144852                     3129079          976466	0.7621592261197965
      2866             2672             194	0.9323098394975575                     3131751          976660	0.7622779220482079
      2867             2673             194	0.9323334495988839                     3134424          976854	0.7623965102822042
      2868             2676             192	0.9330543933054394                     3137100          977046	0.7625154770880761
      2869             2675             194	0.9323806204252353                     3139775          977240	0.7626338500102623
      2870             2678             192	0.9331010452961672                     3142453          977432	0.762752601104157
      2871             2678             193	0.932776036224312                      3145131          977625	0.7628710018249928
      2872             2682             190	0.9338440111420613                     3147813          977815	0.7629900223675038
      2873             2678             195	0.9321266968325792                     3150491          978010	0.7631077236023438
      2874             2680             194	0.9324982602644398                     3153171          978204	0.7632255604974131
      2875             2682             193	0.9328695652173913                     3155853          978397	0.7633435326842837
      2876             2684             192	0.933240611961057                      3158537          978589	0.7634616397953555
      2877             2683             194	0.932568647897115                      3161220          978783	0.763579156826698
      2878             2686             192	0.9332870048644892                     3163906          978975	0.7636970504342269
      2879             2686             193	0.9329628343174713                     3166592          979168	0.763814596117479
      2880             2690             190	0.9340277777777778                     3169282          979358	0.7639327586871842
      2881             2686             195	0.9323151683443249                     3171968          979553	0.7640496097695278
      2882             2689             193	0.9330326162387231                     3174657          979746	0.7641668369679109
      2883             2690             193	0.9330558446063129                     3177347          979939	0.7642839583324313
      2884             2693             191	0.9337725381414702                     3180040          980130	0.7644014547482435
      2885             2693             192	0.9334488734835356                     3182733          980322	0.764518604726577
      2886             2695             191	0.9338184338184338                     3185428          980513	0.7646358889864259
      2887             2695             192	0.9334949774852789                     3188123          980705	0.7647528274133641
      2888             2699             189	0.9345567867036011                     3190822          980894	0.7648703794793318
      2889             2695             194	0.9328487365870544                     3193517          981088	0.7649866274773301
      2890             2698             192	0.9335640138408304                     3196215          981280	0.7651032496747453
      2891             2698             193	0.9332410930473884                     3198913          981473	0.7652195275747263
      2892             2701             191	0.9339557399723375                     3201614          981664	0.7653361789486618
      2893             2700             193	0.9332872450743174                     3204314          981857	0.7654522474117755
      2894             2703             191	0.9340013821700069                     3207017          982048	0.76556868895565
      2895             2704             191	0.9340241796200346                     3209721          982239	0.7656850256204735
      2896             2707             189	0.9347375690607734                     3212428          982428	0.7658017343145986
      2897             2703             194	0.9330341732827062                     3215131          982622	0.7659171466258258
      2898             2705             193	0.9334023464458248                     3217836          982815	0.7660326935039354
      2899             2706             193	0.9334253190755433                     3220542          983008	0.7661481366939848
      2900             2710             190	0.9344827586206896                     3223252          983198	0.7662641895184775
      2901             2708             193	0.9334712168217856                     3225960          983391	0.766379425236812
      2902             2711             191	0.934183321847002                      3228671          983582	0.7664950324683726
      2903             2711             192	0.933861522562866                      3231382          983774	0.7666102986461236
      2904             2715             189	0.9349173553719008                     3234097          983963	0.7667261726955046
      2905             2712             193	0.9335628227194492                     3236809          984156	0.7668409948909787
      2906             2713             193	0.9335856847900895                     3239522          984349	0.7669557143198739
      2907             2714             193	0.9336085311317509                     3242236          984542	0.7670703311127294
      2908             2717             191	0.9343191196698762                     3244953          984733	0.7671853182482103
      2909             2716             193	0.9336541766930216                     3247669          984926	0.7672997298347703
      2910             2719             191	0.9343642611683849                     3250388          985117	0.7674145113746766
      2911             2719             192	0.9340432840948127                     3253107          985309	0.7675289542130834
      2912             2723             189	0.9350961538461539                     3255830          985498	0.767644002067277
      2913             2719             194	0.9334019910744936                     3258549          985692	0.7677577687035209
      2914             2721             193	0.9337680164722032                     3261270          985885	0.7678716693880963
      2915             2723             192	0.9341337907375643                     3263993          986077	0.7679857037648792
      2916             2725             191	0.9344993141289437                     3266718          986268	0.768099871478533
      2917             2724             193	0.9338361330133699                     3269442          986461	0.7682134672712231
      2918             2727             191	0.9345442083618917                     3272169          986652	0.7683274314651872
      2919             2727             192	0.934224049331963                      3274896          986844	0.7684410592856439
      2920             2732             188	0.9356164383561644                     3277628          987032	0.768555523769773
      2921             2728             193	0.9339267374186923                     3280356          987225	0.7686687141966374
      2922             2730             192	0.9342915811088296                     3283086          987417	0.768782038087785
      2923             2731             192	0.9343140608963394                     3285817          987609	0.768895261085602
      2924             2734             190	0.9350205198358413                     3288551          987799	0.769008851006115
      2925             2734             191	0.9347008547008547                     3291285          987990	0.7691221059642113
      2926             2736             190	0.935064935064935                      3294021          988180	0.7692354936164837
      2927             2736             191	0.9347454731807311                     3296757          988371	0.7693485468812133
      2928             2740             188	0.9357923497267759                     3299497          988559	0.7694621991876972
      2929             2736             193	0.9341072038238306                     3302233          988752	0.7695745848563907
      2930             2739             191	0.9348122866894198                     3304972          988943	0.7696873366147211
      2931             2739             192	0.9344933469805528                     3307711          989135	0.7697997554485313
      2932             2742             190	0.9351978171896317                     3310453          989325	0.7699125396706528
      2933             2741             192	0.9345380156836004                     3313194          989517	0.7700247588090392
      2934             2744             190	0.9352419904567144                     3315938          989707	0.7701373429532625
      2935             2745             190	0.9352640545144804                     3318683          989897	0.7702498270892034
      2936             2748             188	0.9359673024523161                     3321431          990085	0.7703626752167915
      2937             2744             193	0.9342866870956759                     3324175          990278	0.7704742640608206
      2938             2746             192	0.9346494213750851                     3326921          990470	0.7705859858419124
      2939             2747             192	0.9346716570261994                     3329668          990662	0.77069760874748
      2940             2751             189	0.9357142857142857                     3332419          990851	0.7708098268209018
      2941             2749             192	0.9347160829649779                     3335168          991043	0.7709212518760643
      2942             2752             190	0.9354180829367778                     3337920          991233	0.7710330404122931
      2943             2752             191	0.9351002378525314                     3340672          991424	0.7711444991062063
      2944             2756             188	0.936141304347826                      3343428          991612	0.7712565512659629
      2945             2753             192	0.9348047538200339                     3346181          991804	0.7713675819533724
      2946             2754             192	0.9348268839103869                     3348935          991996	0.7714785146319995
      2947             2755             192	0.9348489989820156                     3351690          992188	0.7715893494246385
      2948             2758             190	0.9355495251017639                     3354448          992378	0.7717005465597196
      2949             2757             192	0.9348931841302136                     3357205          992570	0.7718111856360387
      2950             2760             190	0.9355932203389831                     3359965          992760	0.7719221866761626
